,X,Y,labels,corpus,value
312,6.6287007,1.0469041,5,corpus/SWINGTOFITNESS_LEFTSIDE.wav,0.15
313,-4.9906983,-1.7932174,29,corpus/SWITCH_BESTBEATINTOWN.wav,0.15
314,5.8529058,1.7776649,6,corpus/SYL JOHNSON DIFFRENT STROKES.wav,0.15
315,10.047645,-0.77453166,18,corpus/SYLVESTER_MYCOUNTRYTISOFTHEE.wav,0.15
316,11.227994,-2.3251445,0,corpus/TAANAGARDNERWORKTHATBODY.wav,0.15
317,-2.140433,2.9018824,11,corpus/TCONNECTION_GROOVETOGETDOWN.wav,0.15
318,5.8576126,1.35908,6,corpus/TEMPOFORTOTS.wav,0.15
319,8.580862,-0.46034625,7,corpus/temptations aint no sunshine.wav,0.15
320,-0.12179753,2.2030535,27,corpus/the five stairsteps & cubie dont change your love.wav,0.15
321,-5.126903,-1.3676234,30,corpus/the galactic force band space dust 2.wav,0.15
322,-1.5444363,1.7363845,-1,corpus/the grassroots you and love are the same.wav,0.15
323,-2.1098876,2.9616637,11,corpus/THE IMPRESSIONS_INYOUTODOWRONG.wav,0.15
324,5.9853272,1.5767981,6,corpus/the meters sing a simple song.wav,0.15
325,-3.2223027,-1.3676488,24,corpus/the ojays give the people what they want.wav,0.15
326,8.518736,-0.43079725,7,corpus/the steve miller band take the money and run.wav,0.15
327,0.46297836,2.4107773,26,corpus/the vibrettes humpty dump.wav,0.15
328,-1.0354129,1.7998561,14,corpus/the winstons amen brother.wav,0.15
329,-2.3587782,2.3273816,11,corpus/THEBARKAYS_HUMPIN.wav,0.15
330,-0.2752966,0.590679,2,corpus/THECHUCKBORISTRIO_FUNKYNASSAU.wav,0.15
331,0.42227304,2.3526921,26,corpus/THEDYNAMICCORVETTES_FUNKYMUSICISTHETHING.wav,0.15
332,0.5449355,1.4632156,-1,corpus/THEELECTRICINDIAN_BROADSTREET.wav,0.15
333,10.307487,-1.003428,18,corpus/THEEQUALS_SUNDAYMORNING.wav,0.15
334,-2.6812696,0.5712945,-1,corpus/thefireballsgomlw.wav,0.15
335,-0.42075688,2.4843094,-1,corpus/THEHONORSOCIETY_SWEETSEPTEMBER(1).wav,0.15
336,8.489204,0.96989346,10,corpus/TheHunterAndHisGames---HowYouGetHigher.wav,0.15
337,-4.3990626,-0.8067472,28,corpus/THEKAYGEES_IBELIEVEINMUSIC.wav,0.15
338,11.512447,-2.3149545,0,corpus/THELMAHOUSTON_CHEAPLOVIN.wav,0.15
339,-5.7613955,-0.8955766,25,corpus/THEMES_STREETCRED.wav,0.15
340,7.7404485,0.98465556,9,corpus/THEMETERS_HANDCLAPPINGSONG.wav,0.15
341,-3.031725,-0.15881082,-1,corpus/THEMETERS_HEY!LASTMINUTE(1)(45).wav,0.15
342,7.4093814,1.250567,9,corpus/THEMIGHTYFLEA_ODETOBILLYJOEPT1.wav,0.15
343,8.518524,1.052242,10,corpus/THEMONKEES_MARYMARY.wav,0.15
344,11.594389,-2.3862445,0,corpus/THENEWBIRTH_GOTTOGETAKNUTT(1).wav,0.15
345,6.533424,1.0654937,5,corpus/THENEWYORKROCKENSEMBLE_BESIDEYOU.wav,0.15
346,6.048841,1.0099665,6,corpus/THEPATTICAKES_PEASPORRIDGE.wav,0.15
347,-1.8833549,-0.26553193,-1,corpus/theproducers(drumlibrary) break.wav,0.15
348,-1.0926728,2.0953655,14,corpus/THERUSTIX_IGUESSTHISISGOODBYE.wav,0.15
349,-1.4735259,1.0331734,-1,corpus/THESCRATCHBAND_DONTGONOFURTHER.wav,0.15
350,-3.8962157,0.3437131,21,corpus/THESECONDGENERATION_SHUFFLEFORYOU.wav,0.15
351,-0.36440456,2.0979438,-1,corpus/THESERFS_YOU'VEBEENTALKINGABOUTMEBABY.wav,0.15
352,-0.92970765,1.3152293,15,corpus/theshadows-walk dont run.wav,0.15
353,-3.1814961,0.83320725,22,corpus/THESILHOUETTES_FONKYFIRST.wav,0.15
354,-1.916366,-0.79258454,23,corpus/THESIMONSOUND_DRUMSAWAY.wav,0.15
355,-2.5175195,-0.74028033,23,corpus/THESTRIKERS_BODYMUSIC.wav,0.15
356,7.966209,1.3073505,8,corpus/THESYLVERSHIGHSCHOOLDANCE.wav,0.15
357,-2.6507008,1.7066257,12,corpus/THETURTLES_YOUBABY.wav,0.15
358,8.623258,-0.47794783,7,corpus/THEWATTS103RDSTRHYTHMBAND_SATISFACTION.wav,0.15
359,-4.449434,-1.5323927,-1,corpus/thp-orchestra-crazy-crazy.wav,0.15
360,8.8491335,0.07099714,20,corpus/Through All Times.wav,0.15
361,-1.6554259,-0.5352069,23,corpus/TimeChange.wav,0.15
362,-5.4052653,-1.2734319,-1,corpus/TINATURNERPICKMETONIGHT.wav,0.15
363,-3.313496,0.5791177,22,corpus/TIRE BITER.wav,0.15
364,11.291754,-2.2918084,0,corpus/tommy bloin(homeward strut) break.wav,0.15
365,8.157685,0.20267925,19,corpus/TOMMY ROE SWEET PEA.wav,0.15
366,-2.8304493,0.1651903,-1,corpus/tommyjamescandymaker.wav,0.15
367,-3.23599,0.7060879,22,corpus/TOMMYTATE_HARDTIMESOS.wav,0.15
368,7.250579,1.4139132,-1,corpus/TOMTOMCLUBWORDYRAPPINGHOOD.wav,0.15
369,0.52778137,2.4670162,26,corpus/tower of power ebony jam.wav,0.15
370,8.3323145,0.4255681,19,corpus/triumvirat break.wav,0.15
371,-1.757187,-0.50208104,23,corpus/tropea(thebratt)break.wav,0.15
372,8.500663,1.0393144,10,corpus/two gentleman of verona(bringtheboyshome) break.wav,0.15
373,0.70353496,0.7648283,3,corpus/UNCLECHAPIN_LOANDBEHOLD.wav,0.15
374,0.24984108,1.7521893,16,corpus/upp give it to you.wav,0.15
375,7.031078,1.510425,-1,corpus/VANILLAFUDGE_BREAKSONG.wav,0.15
376,5.811943,1.6068094,6,corpus/WADEMARCUSANEWERA.wav,0.15
377,7.761902,1.3616474,8,corpus/WALTERBRANCO_MANGOWALK.wav,0.15
378,-0.96755135,1.3680657,15,corpus/WAR_NONEEDTOWORRY.wav,0.15
379,-2.1073217,-1.0623927,23,corpus/WARJUSTBECAUSE.wav,0.15
380,5.717692,1.9062332,6,corpus/wayne fontana & the mindbenders game of love.wav,0.15
381,-2.2295208,-1.0503752,23,corpus/WEATHERREPORT_AMERICANTANGO.wav,0.15
382,-1.778016,-1.0472986,23,corpus/Whatever happened to - superman.wav,0.15
383,-3.5374289,0.095351815,-1,corpus/wild sugar bring it here.wav,0.15
384,-5.243946,-0.60445625,4,corpus/WILDSTYLE-SUBWAY THEME.wav,0.15
385,-1.0749656,1.2212437,15,corpus/WISHBONEASHTHEPILGRIM.wav,0.15
386,5.8475847,1.8221734,6,corpus/young holt unlimited wah wah man.wav,0.15
387,-4.0128183,0.1816774,21,corpus/youngholt(funkyis).wav,0.15
388,-3.803273,0.3327973,21,corpus/z.z. hill i think id do it.wav,0.15
